"review_id","user_id","business_id","stars","useful","funny","cool","text","date"
"ladGI_xgcDkzloWEyPzpVg","_-hcyDJ7Dw0LmQRIJg0Nyw","8LUKD_9rkJoUIIuT9uiDbA",3,0,0,0,"Their customer service was excellent, so I really do not want to give a bad review, BUT... Frankly their food is not that good. I don't even know if you can call it Americanized Chinese food. The biggest problem I had was the complete lack of spice in the dishes marked as spicy. They tasted SWEET more than anything. And while their portions are huge, they aren't cheap by any means. As I mentioned, they are really friendly though, and since the place seems fairly kids-friendly, I might eat there every once in a while regardless.","2016-03-18 01:56:23"
"d9tTduAdNWQVj1MHmlyjHg","Uv-ZTmLvDllMOlccrc9sBg","BIqsItY0vyOshMpJ0I4cPg",1,2,0,0,"The food I had was really Good so I was just about to be their new daily customer when I came back. This time I ordered online and the online menu was different and my order was incorrect. I know that things happen but what matters is how you deal with them. Typical greedy money grubbing Chinese takeout place threw a foreign language fit and raised hell to fix my order and at first refused until I refused payment! 

It's also expensive for greasy Chinese.

Stay away from this place. I will be eating American from now on and bashing this place to my friends at school....","2014-01-18 18:37:52"
"z5fGJ_mSOY0Apljy24xaMQ","hfWX23dhzJNID7Ex90y-NQ","BIqsItY0vyOshMpJ0I4cPg",2,0,0,0,"I have eaten at this restaurant a few times and was appalled by the food the last time. I ordered Kung pao chicken and literally half of the meal was dried red peppers.  There were also chunks of raw ginger in the ""mix"" which was quite unappealing. This meal reminded me of why I don't eat out too often. I ordered hot & sour soup but was served won ton soup. It wasn't bad.","2018-09-03 17:13:03"
"6r613TQKER8SJP58gO2qzQ","BpnEs8ZGrNLh1WNgXbTZLw","BIqsItY0vyOshMpJ0I4cPg",5,1,1,2,"If you want some AUTHENTIC Chinese food, this is where to get it! How Lee was the epitome of a bland American Chinese food takeout place before they renovated the restaurant. After they renovated their entire place and the menu items, there is the closet place for authentic Chinese food in the Pittsburgh area! Some of my favorites are their spicy fish filet in hot broth and the spicy fried chicken (La Zi Ji). Very popular Sichuan dishes. Their food can be quite spicy, so don't forget to ask for less peppers. 

Never mind what I say, just look at how there's always a line out around dinner time on weekends! And it's always packed with Chinese people. You know it's legit when the place is packed with a lot of Chinese people :D","2012-04-29 19:54:52"
"DGKxCepm9L_9ySC243hx6w","P-0BwkurpH2jaqg8psCaVg","QlAPX3c0Vm2dU_w3puIAIw",4,1,1,0,"Fun place. they give you a ton of food and the noodle/potato/sauce bar helps to minimize clutter on the small tables. if you like spicy, i would go for either the szechuan or the thai style broths. i was curious about the coconut curry broth but it was underwhelming. spent too much time trying to add various sauces and spices to the broth. would be curious to go back to see if they would give me a bowl of mixed coconut curry/thai shrimp broth b/c that's what i ended up doing at the table.","2016-08-26 03:34:16"
"0y6UQRjIPln4IbOZPCUxLg","EU5dSjk-UzILTp5kcg-dOQ","BIqsItY0vyOshMpJ0I4cPg",4,0,0,0,"They definitely have a better idea of how to handle spicy dishes well compared to most Chinese restaurants. The dandan noodles is a must try. There's a hint of peanut taste in there but it doesn't overpower the general flavor of the noodles. The spicy fish fillet tastes amazing. Might have been the best I've had in Pittsburgh so far. My only complaint is that their twice cooked pork tastes a bit too salty and greasy.","2018-03-04 23:11:07"
"-NLMIe0pUwo51uwKYWn4cA","h4QfyNNoL0-UZu1q3jgVVg","8LUKD_9rkJoUIIuT9uiDbA",5,0,0,0,"So I just moved to bethel park not too long ago and had no idea where to get Chinese ! Taking a shot in the dark I ordered Rice Inn ! I must say I was not disappointed . The food is beyond delicious and the staff is always so nice ... in addition to the Chinese , they also have great sushi and Thai food as well. The spicy Thai basil is my favorite .","2017-08-30 13:43:30"
"N-3P8j6P2J1Sjxo5mAqARA","gfSKy3BH7nNRzZMMiuDKZA","BIqsItY0vyOshMpJ0I4cPg",2,0,0,0,"Went there for the schezuan. The food was way too salty. The spice was ok , i didn't think it was flavorful.","2012-03-05 00:54:48"
"ASoz_P0INcRuA_SSy6VSgw","IxAiO0yZ_9EWQ2ErFAzY5A","QlAPX3c0Vm2dU_w3puIAIw",5,1,0,1,"Brought my three children for a Sunday night meal and we were so happy with our dinner. Even our I-hate-soup 9 year old loved the food. The proprietors are friendly and the service was great.","2016-04-25 14:34:06"
"YFaNbSXFLApPbRwZvg2kNA","joJSiNkfyPbk9vHv-U7gMA","QlAPX3c0Vm2dU_w3puIAIw",5,3,2,2,"We moved here last year from Los Angeles and overnight our diets changed. It's not that I don't love your fried cheese curds, Wisconsin, but I miss the comfort foods of home. While we found good tacos here within a week or so, finding real hot pot seemed unlikely. We saw the sign for this place go up a month or two before it opened, got excited but didn't want to give our hopes up. But it ended up being exactly what we'd hoped for. This place is a dream. Delicious, reasonably priced, exactly right. While I still miss the variety you get at Little Sheep-type hot pot in LA, I definitely don't miss spending 30 dollars a person. Mini Hot Pot gives you a big platter of veggies and tempura and rice cakes and endless noodles at their noodle bar. Go for the spicy broth, it's the tastiest. Their sweet potato noodles (vietnamese) are my favorite. And I love the new coconut broth because you can flavor it and spice it however you want from the spice bar. The service is super-friendly and everyone is so helpful and patient there with questions. Every time we go, it's like being a little closer to home. I hope they keep getting the recognition they deserve.","2016-01-06 15:18:45"
"VsnmIkijnMSxnqUoUcqhYw","RfOtToayUWYpM2iw2G0bNQ","a39B-BfbCipNkNH7vwCfug",5,0,0,0,"I love this place; the mood is intimate and the workers are kind. Their noodles are oily but delicious and that's what i feel is authentic. their style of noodle tastes like a mix between buckwheat and classic chinese flour noodle. The establishment is niche in noodle and dumplings and it does it very well. The portions are fair for the price and i always have left overs, which is best packed separately, broth from noodles, to maintain the chewiness of the noodles. i just can't stop coming back here!","2017-12-16 08:27:20"
"hwXAW1HXbNIl0dUpERiztg","DLXbg0Z4n8UjhzHI3ubapA","a39B-BfbCipNkNH7vwCfug",5,2,0,0,"I disagree with the low star comments here; when I was there last week, the quality of service was definitely not 1 star, not to mention that they don't even take tips. I don't mind getting food from the counter myself or putting bowls and plates back. You get what you pay for. 

That being said, I think the most important thing about restaurant is their food, which was superb. They have dumplings here that are just delicious.","2017-04-08 06:27:33"
"hVS_Y_cgY6y10_MOqZH35Q","f_99qFbcLJQgJ9Q5O60aRA","bfF90MspMbqLWdcEU9JLcg",2,1,0,0,"Average at best. There's nothing that really stood out, but I wasn't expecting much from an Asian restaurant located off the highway exit to one of Cleveland's inner-ring suburbs.","2011-01-10 18:06:01"
"4OrRYvw70OcYksG7_mP-Hg","qM8gjxC6OIno9TPv65wf8g","QlAPX3c0Vm2dU_w3puIAIw",5,2,2,0,"This place is the bomb, and I'm Asian. Why this is a good place to try hotpot if you are a first timer or non-Asian:

1. You don't have to deal with the gross idea of sharing a single pot with a table and everyone sticking their germs into your hotpot. 
2. And you don't have to have conflicts with what flavored soup to get when sharing. Everyone gets their own! 
3. The menu is simple and pretty American-friendly. They don't give you weird Asian ingredients like livers/intestines, so you can order freely without worrying about eating something you are uncomfortable with
4. There's a salad bar at the back where you can get noodles and basic veggies! Awesome, places often charge for that.","2018-01-22 02:03:28"
"mfbtkJY9FOuGkqtJ47Y-Lg","7AGLlj5YzqdBfCPiZCa1mQ","8LUKD_9rkJoUIIuT9uiDbA",5,0,0,0,"I can't believe this used to be a Pizza Hut. Awesome service and food. I loved the sushi, but especially their Honey Walnut Shrimp. The food is a mixture of Thai, Japanese, and Chinese. It's near a strip mall, so there's lots of parking.","2013-12-09 01:53:35"
"JlR0Oj7_C4o5MUfy-TnjAw","9753eOrBVUepAl3hUoHpiw","QlAPX3c0Vm2dU_w3puIAIw",5,1,1,0,"Wow this place is great!  So different. So interesting.  The flavors, which you select and create are amazing. 
Just recommend cooking your own, and then letting it cool!  And maybe add sauce to broth. 
We had everything, and it was ALL good!!!
Come. Enjoy.","2017-05-01 01:23:14"
"I9CXeK1lbcABzEXgtjSFPw","SNPn3lbLkiSFmyGYWmkMiA","BIqsItY0vyOshMpJ0I4cPg",5,0,0,0,"How did I never review this place before? ONLY order off the traditional Sichuan style menu on the back page, and you cannot lose. We eat here so often. My fav items are The Chingqing dumplings and I always reserve the sauce it's in to put over the rice since it is SO good. I love the beef and fish hotpots (this is the only meal I prefer in restaurant than take out).  The baby bokchoy is garlic heaven, and the stir fried green beans  and salty and pork-y. The eggplant is also good as is the spicy dry hot chicken.  We have never gone wrong with the Sichuan menu; plus ask a server for a suggestion.  Ooooh, and it is byob.","2017-01-15 17:01:06"
"npb8-BqrX4qzncDdZmTznA","g8htpJUd3HY4I1Gdj0z5pg","a39B-BfbCipNkNH7vwCfug",5,1,0,0,"WOW!  The real deal. Had a mix of Pork and Cabbage and beef and green onion.  1 serving is 16 pieces and perfect for a lunch.  Free hot/cold water so bring a tea bag.  The clerk spoke English but everyone else was speaking another language - a sure sign of authenticity.","2018-05-19 20:25:55"
"zuUlg-b7K8reRHEJIL_Hxg","Fm8I4u-45NQvxsX2yNR8mg","QlAPX3c0Vm2dU_w3puIAIw",5,0,0,0,"My partner and I usually come here at least once a week during the cold months, or on rainy days. We love the hot pot and the service. The owner and servers recognize us when we come in and they're always super nice. Highly recommend next time you're trying to catch a break from the Wisconsin weather.","2018-08-24 21:55:00"
"Qvdm6LuJqHowpe7SuLOX9g","cSeEs2GCzZvVVbpl2oEk4Q","BIqsItY0vyOshMpJ0I4cPg",5,0,0,0,"Our favorite Chinese in the city. We order take out for pickup all the time since we're not close enough for delivery. But it's always well worth it. 

I'm a big fan of the Ginger Chicken, and crab rangoons never disappoint. My wife loves the Gen Tso combo (their chicken fried rice is great). And the pork fried dumplings always disappear fast.","2016-11-22 21:04:39"
"VJPVG-TLuKeocydg0GVqFA","ayEbEceWstH_MR7pdtKNUQ","BIqsItY0vyOshMpJ0I4cPg",1,2,0,0,"The food is decent, but very bad attitude from both the servers and the delivery guy. Last time I ordered there, I paid 20% tips to the delivery guy up front, only got yelled at over the phone because 1. he had trouble finding my place and 2. I was 30 seconds late to the door. I put the the direction clearly in the note, and anticipating the difficulty tipped the delivery, and this is what I got. Very upset; will not return.","2017-04-20 21:45:13"
"0bdR6ER7h3C4LJMQyN2ltA","TqnFxFHEOvaGea9Lzn7wqA","BIqsItY0vyOshMpJ0I4cPg",3,0,0,0,"As someone who has had authentic Chinese food but also enjoys American-Chinese food, this place is just fine. I've only ever gotten take out from this place, so here are the dishes I recommend:

1. I enjoy the Chongqing dry hot chicken, it's like spicy small bits of fried chicken, half meat, but the other half of the container is red peppers. This is often too spicy for most other people I enjoy dining with.  There are Schezwan peppercorns in this, which make your tongue go slightly numb and feel lemony. So good!  You'll probably feel iffy ordering it, because the name sounds like a bad, racist Rosie O'Donnell joke. 

2. Eggplant in garlic sauce. Huge fan of this vegetarian dish. So flavorful. The eggplant has the wonderful firm but slimy texture. 

3. My partner loves getting the salt and pepper chicken. It's small bits of fried chicken, similar to the chongqing chicken, but this dish is sweet but black peppery. Always a hit. 

4.  Lastly, we like to get veggie hor fun, because the name applies to us, and the noodles are so wide and delightfully chewy!

I am only giving this place 3 stars because the portion sizes to go seem small to me, for the price. The food has never wowed me, just been alright / good enough to go back to them.","2018-01-10 12:54:12"
"0k5yphqvjDY1ZXTzTs8UGQ","ntsZSv8YmKQO6vIQ7QXXJQ","QlAPX3c0Vm2dU_w3puIAIw",5,1,0,0,"I visited this place during lunch special time with my wife.  We ordered $10 lunch special.  My wife ordered beef with hot soup.  I ordered lamb with curry soup.

The restaurant does not look any fancy and nice.  However, the table top warmer was good and the lunch was incredibly good.  Also we could bring noodle, additional veggies and sauces from the little bar.  The meat was fresh and the soup tasted good.

The visit surely changed our best Chinese restaurant selection in town.","2016-07-15 14:26:10"
"sWS1PCEElxDvo6-WdlW0KA","txSeH8OzbyeWPLra2eNz1w","QlAPX3c0Vm2dU_w3puIAIw",2,0,0,0,"Overrated.  Maybe it was too busy, but we were a little lost with the ""hot pot"" process.  The combos have a TON a food so you won't leave hungry.  Unless half of it ends up on the table or in your lap (as was my case).  The coconut broth was flavorless IMO.  My friends had two of the other choices (forgot which) and they were better.  Not for me.","2017-10-11 20:08:22"
"58x0GLPffLa3ou2dftQdwA","UFKm0aqCsjiRQhx8ilIa0A","5qtc1s-TKdgzPccKwY4SRw",2,0,0,0,"I've had General Tso. Mehh... I've experienced so much better.","2012-04-01 23:11:15"
"iRSS-Q92S8_n57GrPSiVHg","UtkjXTiMfGRz4R1zDF3Kxg","5qtc1s-TKdgzPccKwY4SRw",3,1,0,1,"I guess I'd rate Silk Pagoda 3 1/2 stars.  I hadn't eaten here in awhile so when I came home from Dallas last week, Rick and I ended up ordering delivery.  Feeling pretty hungry after my homecoming, I was a little adventurous in ordering Seven Stars Around the Moon.  Gotta love poetic food names at Chinese places.  That's beef, scallops, chicken sauteed and Chinese vegetables surrounded by shrimp.  Yummy!

As always, Silk Pagoda isn't the flashiest, but it fills the bill.","2010-10-08 04:03:31"
"9S0aDN6USVcCEKvhXH9eZg","tlK_2GmjY9dwt92L-Yl0Jg","BIqsItY0vyOshMpJ0I4cPg",4,0,0,0,"Not sure where the negative reviews are coming from... everytime I've been here, I've had great service. I go in the evening, and it's usually the woman waiting on me, and she's polite and helpful if you have any questions.

The food is awesome, best kung po chicken for the money in this area. Everything else I've tried has been good also. Ridiculously quick preparation, almost like fast food.","2010-03-19 03:36:36"
"4BvjmRg_R1tbGQY0BUxtmQ","b6j9-wvbYUL7BBqz22RSug","a39B-BfbCipNkNH7vwCfug",1,1,2,0,"Just no.

This place does not have an actual menu, in English or Chinese. They have little placards on the wall with the names of dishes in Chinese but those don't have descriptions of the food or tell you what anything costs.

I came here for the first time on a Sunday night and the service was terrible. The woman at the counter has godawful memory and honestly seemed kind of sexist. I stood at the counter for 10 minutes while she shouted across me to double and triple and quadruple check her other (male) customers' orders. I didn't see her doing this to any guys.

I ended up just leaving due to the service and the fact that they ran out of baozi (AND noodles) but my roommate got me some of their dumplings later. They were so-so. Not particularly good or bad: they were just run of the mill dumplings. I get that handmade dumplings are hard to find around here but anyone who's been to northern China or even a decently sized Chinatown will tell you they've had better. Hell, my roommate and I can make better ones at home when we have the time.

No menu, bad service, and running out of multiple main items before 7pm? I can't see this place staying open for too long if it keeps this up.","2017-01-30 01:37:38"
"l6_i_vHXPMaaMhgHcjD5Ag","NI-YLZW7xlYFVw_mMNOhSw","BIqsItY0vyOshMpJ0I4cPg",1,0,0,0,"I was disappointed when I called and asked if they delivered I was told yes, within a five mile radius. I told them may address at the time (within 5 miles) and they refused to deliver to my address in Regent Square.","2018-07-18 16:57:11"
"OafKUyP68h6gnXwgEk3nsA","hLVq7VSJBHZwqurwWoCmpg","BIqsItY0vyOshMpJ0I4cPg",2,1,1,0,"I used to love How Lee.... but I have to say it is nowhere near as good as it once was.  It is not bad by any means, but it is not the great food that I remember from years past.  

Portions and flavors have become inconsistent in my opinion.  We have ordered a few times as I was trying to see if it was just a one or two time thing and it appears that it has not been.  Even with something as simple as Chicken and Broccoli!  

I may give it another try and see if things improve and go back to the quality that I was once used to, but with a bunch of other options in the city that I have not explored, it may be awhile.","2012-03-02 16:18:34"
"KKzZRxFck07NmXsnLvW2YQ","U5fRFEg_zWbASiNZjbj-nQ","QlAPX3c0Vm2dU_w3puIAIw",5,0,0,0,"Went here on a date night with my husband. Our first experience with hot pots, and the staff did a nice job explaining the options and offerings. The food was delicious and you get a lot for the price! Can't beat unlimited noodles either...we will definitely be back!","2016-07-16 00:58:29"
"-5jmRLyJ3ixgvVv2DMJ6fA","UeB-uvIiEcbL4zFG6ennOw","a39B-BfbCipNkNH7vwCfug",4,0,0,0,"First of all, the name is beautiful and romantic. I tried several noodles, hmm either too oily or no flavor at all. But hand made dumplings are really really good. Highly recommend the dumplings.","2018-03-17 00:35:58"
"8Rw0SOrHInXmuh_jBt_cJQ","qLDtKDJ9DkgQZXqRUa9J1A","BIqsItY0vyOshMpJ0I4cPg",2,1,1,0,"Ordered delivery from them after seeing they had a higher Yelp star rating than two other Chinese places nearby. I've never eaten at the restaurant but after getting their food delivered, I do not plan to ever eat there.

First off: they screwed up our order. My friend ordered the garlic eggplant and instead we got an order of just straight broccoli.  When we called to let them know that we received the wrong food, they didn't offer to replace the food and deliver the correct dish. They also didn't even apologize for the error. To me this is really just poor service.

From the food we received: average at best. Everything we got that was supposed to be hot and spicy was mild. Nothing was particularly great.

I don't think I'll order from here again which is a shame. We were so excited about trying Chinese food for the first time in Pittsburgh.","2014-12-02 00:21:41"
"DWT6vdaLSBF0WnG1TDalVg","UtkjXTiMfGRz4R1zDF3Kxg","BIqsItY0vyOshMpJ0I4cPg",3,0,0,0,"Yet another place that I'd not been to even though it's practically around the corner from me.  I'd been working around the house on a Friday morning and I decided to get some take-out for lunch.

I ordered the chicken with mixed vegetables and it made for a tasty, satisfying lunch.  The chicken was tender and the vegetables weren't mushy.  My hot and sour soup was so good on an otherwise *icky* day.

How Lee is a typical Chinese neighborhood joint with the usual weekday lunch specials (I.E. with choice of rice and soup). I think that if you tick to the basics at a place like this, you can't go wrong.","2015-01-04 14:59:59"
"4ifZjbJU3OdkeC_N7XtjjA","WL1CBV4Vkig9-8wVW6YGhg","JftoP9r6TT98v83hfY9RZw",2,0,0,0,"Even though I live very close its not worth the drive here. The only things I've tasted that hold a candle to other places is their wonton soup and spring rolls. The teriyaki chicken is ok, except its all dark meat so most of it is not edible because of the fat. You stab your fork in a piece and five other pieces come with it because of the fatty connective tissues. There is a small Vietnamese menu and I tried the pho chicken soup. The chicken tasted like nothing it was really terrible. The cilantro comes already in the soup still on the vine which is gross to me. I would rather be able to tear off the leaf part myself. The honey garlic chicken was soggy when I tried that. All in all, I basically never eat there anymore which is a shame because I could walk there if I wanted to.","2013-12-30 02:35:16"
"PaZTD9__LqZFOblaFWC3xQ","qEK_1yK05r5YB0EXvWET5w","a39B-BfbCipNkNH7vwCfug",3,0,0,0,"Noodles and dumplings are so good! They don't have many varieties of food but they really did so well on the noodle broth. The broth was thick and flavorful. And some chili oil added more flavor to it. A little bit pricy. Beef shank noodle is 13$. But the taste was good. 


Second time having lunch here, I absolutely love the broth but I wish it would be less salty and I would suggest them to add more veggies and green onions into noodles","2017-05-01 19:30:32"
"2fEedjutndqi2Q1Xx022JQ","SltxoJSNc6RnoAzsiApdXw","yGdO0huBvnAhyEX7fZO7og",4,0,0,0,"Good Chinese food and great value! Lunch specials are between $6-$7 and it comes with soup and fried rice. I am allergic to MSG and they DO NOT use MSG here which is sometimes hard to come by when eating Chinese. I'm not sure what the other reviewers were talking about I've had vegetables in my fried rice every time! Always Friendly, and always ready in 10 minutes!","2014-10-13 20:06:16"
"bXLVc-nzh6ne9xtGwzg5SA","71CGFf8jKAghPj8Sqtkv_g","BIqsItY0vyOshMpJ0I4cPg",5,0,0,0,"I have traveled to many large foodie cities and this is one of the best Chinese restaurants that I have visited! And, that is just the food! The hostess was welcoming / the waitstaff is very friendly and knowledgeable about the menu / and everyone has a smile on their face -- which makes the restaurant very welcoming and the meal even more enjoyable -- but, the food is the star (everything is perfectly cooked and as spicy as U want it) -- highly recommended (this was my 3rd visit and I will be back soon) -- very vegetarian friendly and the option of nicely cooked brown rice!","2015-01-19 19:50:34"
"1JfzLGRhUkiMcrjCBvdSPQ","ko_INmbY-0NMc5FEppvYCA","BIqsItY0vyOshMpJ0I4cPg",3,0,0,0,"So far I've only had take-out and my experience had its ups and downs.  On the positive side, they serve one of the best General Tso's Chickens I've ever tasted.  The sauce is perfect and thankfully lacks the strange gelatin quality of too many other places.  The chunks of dark meat chicken were huge (almost too big for my mouth) and the heat level was perfect for my liking.  The portion was large and allowed for some great late night munching.  However, on the negative side, my girlfriend found her tofu dish almost inedible and remarked that the tofu was cooked to a very unpleasant consistency.  Also, the spring rolls were mushy and below average.  

In the future, I'd like to try the Szechuan menu although it would be difficult to persuade the lady friend to come here again.  I may have to come alone and eat only the amazing General Tso's.  Seriously, it's epic.  Even my girlfriend who is a vegetarian said that it looked and smelled amazing.  If the other dishes would have been on par, this would be a regular spot but unfortunately, they were not.  So for now, How Lee remains an average Chinese option with an above average location (Shady and Forbes in Squirell Hill) that just so happens to make an amazing General Tso's.","2011-09-27 23:55:55"
"todyeHeRJputNBkrgshxjQ","c72IPyaxxZCXgpzpcB0hRg","BIqsItY0vyOshMpJ0I4cPg",5,0,0,0,"I personally think this is as good as it gets as far as local Chinese food delivery goes. I have never eaten in, but whatever I've ordered off their menu has left me a very happy person. 

Their lunch/dinner combos, both Americanized and Sichuan cuisines, are both good value and delicious. 

I'm a big fan of their Sichuan food items. The delivery portion is massive and the generous use of various spices makes the dish very flavorful. I would definitely recommend their mapo tofu and the sauteed beef with cumin. 

I will order from them (possibly drop by sometime in the future) for as long as I live in Pittsburgh.","2017-01-28 23:30:11"
"94OuW5kF3SCkcibv3iBbjQ","3EN4rQgpR8cR1NxuJNzi9Q","BIqsItY0vyOshMpJ0I4cPg",2,2,0,1,"Definitely could have been better.

I decided to order off the Sichuan menu. I got the Chengdu fried dry hot chicken. The chicken was super greasy and poor quality, and it wasn't even crispy fried, it was essentially oily chicken. They do give you a lot, especially with it being ~$13, so there was at least that. I wish I had ordered something else because I was super disappointed and barely finished my food because I didn't want to keep eating the chicken.","2017-11-19 17:29:38"
"jr-JYXeR0Hgg47uvB5CDhQ","SRiwbTjmMjdnVcwrAg60fQ","VUDwlypqw1-DTK_lfEP4jg",1,2,0,0,"I just walked in an hour after the posted opening time.  I'm not sure if the buffet is still an option, because there was no food on the buffet. I considered placing an order.  A woman came from the back,  but appeared to be on her phone.  For the 2 minutes I stood at the counter she never approached me or asked me if she could help.  I walked out and went to Chan An in the same complex. I was greeted at Chan An immediately and with a smile.","2017-01-28 17:47:30"
"eXZXiZliF24n3loBohaInA","RfOtToayUWYpM2iw2G0bNQ","a39B-BfbCipNkNH7vwCfug",5,3,0,0,"I love this place; the mood is intimate and the workers are kind. Their noodles are oily but delicious and that's what i feel is authentic. their style of noodle tastes like a mix between buckwheat and classic chinese flour noodle. The establishment is niche in noodle and dumplings and it does it very well. The portions are fair for the price and i always have left overs, which is best packed separately, broth from noodles, to maintain the chewiness of the noodles. i just can't stop coming back here! I get zacai pork noodle soup (off menu). V good every time.","2018-01-22 07:56:01"
"b2Ai5GQox-ugIbEJGOo0PA","1mt5XzeL2ipuIXRR-drlZQ","JftoP9r6TT98v83hfY9RZw",5,0,0,0,"Hands down the BEST sweet and sour chicken I have EVER had.","2015-07-30 01:18:39"
"EJiDMJXaTFmLKKbGBtvO0Q","LGN1n2HljPdS-AK5Z7Y1jQ","8LUKD_9rkJoUIIuT9uiDbA",5,1,0,0,"I just wanted too say that I order take out from Rice Inn (Thai Red Curry with Chicken). 
I have to say I have had this dish at many places and this ranks up with the best of them. Nice Job Rice Inn, I will be back and next time I'm bringing the family.","2013-05-09 16:56:49"
"wQDQHg1J_oj4SFxaeZ_9jg","xHU8QWnSn0AsbU1DceNGYA","JftoP9r6TT98v83hfY9RZw",4,1,0,0,"We have been coming to Mandarin house for over a decade. Family Owned and Operated... the best hidden little gem.. and now they have Bubble-Teas!","2010-03-21 21:32:08"
"xGqf9qC5_9Dk6ciEci73yw","VFxrLIlgApHIdOCrkAYIGA","5qtc1s-TKdgzPccKwY4SRw",3,2,2,3,"Mediocre Chinese food in a small strip mall. I haven't actually dined inside (got take out) but it was very warm inside the restaurant, like they don't have an AC, and pretty dark. The food quality and taste reminds me of fast food Chinese at the mall. I got chicken fried rice, the serving was huge but it wasn't extremely tasty.

I'll probably eat here again when I'm too lazy to cook or drive anywhere, it's one of the three easily walkable restaurants by my house. (Other two being Subway and a pizza joint.)","2009-08-08 19:35:22"
"3B3MW_nJOVJvpmK-Z-JWzg","0GtH4uaq4Z1h7Ne0iJUTFw","a39B-BfbCipNkNH7vwCfug",5,0,0,0,"I can see myself go there a lot in the future. Delicious traditional Chinese noodles, very kind owner, decent price. For those who speak English you might found it different from what you thought but you will be amazed by the quality of the food. And shout out to those immigrants who work so hard for their dream here, this restaurant is clearly a good example.","2017-10-27 07:40:47"
"oi5frcxk_m2L8zecIX9f3g","zRjO6U5Xb-cmZpyFzoiuSQ","BIqsItY0vyOshMpJ0I4cPg",1,0,0,0,"First time last time. We ordered some starters and main dishes. Restaurant looked nice, starters came out all good then down hill from there. There are 4 of us, bowls of rice arrive, 10 mins later one entree comes,  10 mins later one more entree comes, 10 mins later another which we had enough and sent back.
30 mins since the rice arrived not everyone has there food and rich is cold. We get I'm sorry
Fix your service, and your customer service was horrible, no manager or owner came near us","2016-03-19 02:00:19"
"3aW2gyAJPSYk6WgaQnJklA","IwAzZe3iN9ZBMxW7lKM3Yw","8LUKD_9rkJoUIIuT9uiDbA",3,0,0,0,"Wife and I stopped it. Service was very good. Food was okay. I probably won't be back though, there are others that are much better.","2015-10-18 12:32:13"
"R1k1dkvhfdwmpeb27CWggA","rC_xZ3SqmbdGiiS3QGMdmw","BIqsItY0vyOshMpJ0I4cPg",5,1,0,0,"Very very very good place to taste the real Sichuan food just like you are in Chengdu. Forget about the garbage Restaurants which only have American Chinese food. This one all what you need to satisfy ur mouth. The most favorite entree are La zi ji, Mao xue Wang, fei teng yu. Etc.","2011-03-23 14:54:13"
"DGI2p3i3LO6wVKcvyMmWcA","kj6DC1zzclaEnplX0HUC3g","5qtc1s-TKdgzPccKwY4SRw",4,1,1,1,"Sometimes you're just in the mood for greasy chinese, and this place delivers. Everything is flavorful and it tastes like it was freshly made. It's much better than HowLee or Lulu's. 

They deliver to a pretty good radius too - it's two and a half miles from there to my apartment.","2006-02-19 23:26:02"
"KaGvQYKE2fg5YQu6u0Aa8A","PGdZytGAnfQuXqh7yhfwWg","QlAPX3c0Vm2dU_w3puIAIw",4,3,1,3,"Very tasty hot pot and dinner had huge portions.
Lots of selections.  I had the kimchi hot pot.  Lots of stuff to cook in it and noodles to finish it as a soup.

I second Vicki T's vote for great place for cold weather.  Slow meal taking with friends over steaming pot of broth.","2015-11-19 13:54:54"
"wuBHzZyx68BqdNV1FSdjIg","d5WLqmTMvmL7-RmUDVKqqQ","QlAPX3c0Vm2dU_w3puIAIw",5,15,7,9,"What a genius innovation to come to Madison!

Dined here with the family for pawpaw's birthday. You select your choice of meat and style of broth from the menu. Simple as that. Select any add-ons that you wish. Proceed to the sauce bar in the back of the room and make your concoction. My favorite part is the freshly, crushed garlic. My own recipe goes a little like this: 1 tbsp crushed garlic, 2 tbsps sesame oil, 1 tbsp Mongolian Sauce, and a dash of salt. Just like grandpop used to make! 

There are a bucket of raw eggs to add to your already mounting plate of food and sensory. You can do one of two things, crack it open in your boiling pot, or put the egg with shell in the broth for a hard boiled egg.

Two noodles await your gleaming eyes; mung bean (glass) noodles and yellow lo mein noodles.

The gracious waitress will bring you a plate of veggies containing spam, wienies, fish balls, fried and fresh tofu.

We tried the Korean Kimchi and Sichuan Spicy Broth. There are white peppercorn and dried red chilis in the Sichuan broth, don't attempt unless you're ready to handle the heat. For the tamer palate, lots of plain broth had to be added to ease the burn. As I type this, Sucker for Pain is playing on Pandora, huh. I would say, the Sichuan broth is still not 'ma-la' as you would find in a real hot pot restaurant in Chengdu, but still - pretty authentic. 

You can really tell the owners take pride in their product, even going around and checking on every table in the house and refilling the broths if they are running low.

Oh, and they have boba teas!!","2016-10-27 22:31:45"
"anvTSMrqF-sFgqs2dyKRXA","pr8_C12oHakeNB4ZPp_dig","BIqsItY0vyOshMpJ0I4cPg",4,0,0,0,"Good food and quick service. This has been a long standing restaurant in am area that has seen a lot of changes over the years. The real challenge is parking but there is a public parking lot nearby so when possible use it to avoid the headache. I Had shrimp with black bean sauce and found it a bit pricey. A large was $14. It's a great dish and I would get it again but I am curious to see the price of a small portion. I'll go back I've been a fan of theirs for years.","2017-12-04 00:21:44"
